type,value,start,end,name,createdAt,instanceId
Counter,15723,,,agent.ping.count,2022-01-23T20:52:39,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:37,pop-os
Counter,15722,,,agent.ping.count,2022-01-23T20:52:37,pop-os
Measurement,34,,,agent.ping.roundtriptime,2022-01-23T20:52:35,pop-os
Counter,15721,,,agent.ping.count,2022-01-23T20:52:35,pop-os
Measurement,30,,,agent.ping.roundtriptime,2022-01-23T20:52:33,pop-os
Counter,15720,,,agent.ping.count,2022-01-23T20:52:33,pop-os
Measurement,56,,,agent.ping.roundtriptime,2022-01-23T20:52:31,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:52:31,agent.ping.average.failure,2022-01-23T20:52:31,pop-os
Counter,15719,,,agent.ping.count,2022-01-23T20:52:31,pop-os
Counter,15718,,,agent.ping.count,2022-01-23T20:52:29,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:28,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:26,pop-os
Counter,15717,,,agent.ping.count,2022-01-23T20:52:26,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:52:24,pop-os
Counter,15716,,,agent.ping.count,2022-01-23T20:52:24,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:22,pop-os
Counter,15715,,,agent.ping.count,2022-01-23T20:52:22,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:20,pop-os
Counter,15714,,,agent.ping.count,2022-01-23T20:52:20,pop-os
Counter,15713,,,agent.ping.count,2022-01-23T20:52:18,pop-os
Counter,15712,,,agent.ping.count,2022-01-23T20:52:16,pop-os
Counter,15711,,,agent.ping.count,2022-01-23T20:52:14,pop-os
Counter,15710,,,agent.ping.count,2022-01-23T20:52:12,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:52:10,agent.ping.average.failure,2022-01-23T20:52:10,pop-os
Counter,15709,,,agent.ping.count,2022-01-23T20:52:10,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:08,pop-os
Counter,15708,,,agent.ping.count,2022-01-23T20:52:08,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:06,pop-os
Counter,15707,,,agent.ping.count,2022-01-23T20:52:06,pop-os
Counter,15706,,,agent.ping.count,2022-01-23T20:52:04,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:03,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:01,pop-os
Counter,15705,,,agent.ping.count,2022-01-23T20:52:01,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:59,pop-os
Counter,15704,,,agent.ping.count,2022-01-23T20:51:59,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:57,pop-os
Counter,15703,,,agent.ping.count,2022-01-23T20:51:57,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:55,pop-os
Counter,15702,,,agent.ping.count,2022-01-23T20:51:55,pop-os
Counter,15701,,,agent.ping.count,2022-01-23T20:51:53,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:51:53,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:51,pop-os
Counter,15700,,,agent.ping.count,2022-01-23T20:51:51,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:51:49,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:49,agent.ping.average.failure,2022-01-23T20:51:49,pop-os
Counter,15699,,,agent.ping.count,2022-01-23T20:51:49,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:47,pop-os
Counter,15698,,,agent.ping.count,2022-01-23T20:51:47,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:45,pop-os
Counter,15697,,,agent.ping.count,2022-01-23T20:51:45,pop-os
Measurement,35,,,agent.ping.roundtriptime,2022-01-23T20:51:43,pop-os
Counter,15696,,,agent.ping.count,2022-01-23T20:51:43,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:51:41,pop-os
Counter,15695,,,agent.ping.count,2022-01-23T20:51:41,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:39,pop-os
Counter,15694,,,agent.ping.count,2022-01-23T20:51:39,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:37,pop-os
Counter,15693,,,agent.ping.count,2022-01-23T20:51:37,pop-os
Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:51:35,pop-os
Counter,15692,,,agent.ping.count,2022-01-23T20:51:35,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:33,pop-os
Counter,15691,,,agent.ping.count,2022-01-23T20:51:33,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:51:31,pop-os
Counter,15690,,,agent.ping.count,2022-01-23T20:51:31,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:29,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:29,agent.ping.average.failure,2022-01-23T20:51:29,pop-os
Counter,15689,,,agent.ping.count,2022-01-23T20:51:29,pop-os
Measurement,44,,,agent.ping.roundtriptime,2022-01-23T20:51:27,pop-os
Counter,15688,,,agent.ping.count,2022-01-23T20:51:27,pop-os
Counter,15687,,,agent.ping.count,2022-01-23T20:51:25,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:51:24,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:51:22,pop-os
Counter,15686,,,agent.ping.count,2022-01-23T20:51:22,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:51:20,pop-os
Counter,15685,,,agent.ping.count,2022-01-23T20:51:20,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:18,pop-os
Counter,15684,,,agent.ping.count,2022-01-23T20:51:18,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:16,pop-os
Counter,15683,,,agent.ping.count,2022-01-23T20:51:16,pop-os
Counter,15682,,,agent.ping.count,2022-01-23T20:51:14,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:14,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:12,pop-os
Counter,15681,,,agent.ping.count,2022-01-23T20:51:12,pop-os
Measurement,65,,,agent.ping.roundtriptime,2022-01-23T20:51:10,pop-os
Counter,15680,,,agent.ping.count,2022-01-23T20:51:10,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:51:08,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:08,agent.ping.average.failure,2022-01-23T20:51:08,pop-os
Counter,15679,,,agent.ping.count,2022-01-23T20:51:08,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:51:06,pop-os
Counter,15678,,,agent.ping.count,2022-01-23T20:51:06,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:04,pop-os
Counter,15677,,,agent.ping.count,2022-01-23T20:51:04,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:02,pop-os
Counter,15676,,,agent.ping.count,2022-01-23T20:51:02,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:00,pop-os
Counter,15675,,,agent.ping.count,2022-01-23T20:51:00,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:58,pop-os
Counter,15674,,,agent.ping.count,2022-01-23T20:50:58,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:56,pop-os
Counter,15673,,,agent.ping.count,2022-01-23T20:50:56,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:54,pop-os
Counter,15672,,,agent.ping.count,2022-01-23T20:50:54,pop-os
Measurement,10,,,agent.ping.roundtriptime,2022-01-23T20:50:52,pop-os
Counter,15671,,,agent.ping.count,2022-01-23T20:50:52,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:50,pop-os
Counter,15670,,,agent.ping.count,2022-01-23T20:50:50,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:48,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:48,agent.ping.average.failure,2022-01-23T20:50:48,pop-os
Counter,15669,,,agent.ping.count,2022-01-23T20:50:48,pop-os
Counter,15668,,,agent.ping.count,2022-01-23T20:50:46,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:45,pop-os
Measurement,43,,,agent.ping.roundtriptime,2022-01-23T20:50:43,pop-os
Counter,15667,,,agent.ping.count,2022-01-23T20:50:43,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:41,pop-os
Counter,15666,,,agent.ping.count,2022-01-23T20:50:41,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:39,pop-os
Counter,15665,,,agent.ping.count,2022-01-23T20:50:39,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:50:37,pop-os
Counter,15664,,,agent.ping.count,2022-01-23T20:50:37,pop-os
Counter,15663,,,agent.ping.count,2022-01-23T20:50:35,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:35,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:33,pop-os
Counter,15662,,,agent.ping.count,2022-01-23T20:50:33,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:50:31,pop-os
Counter,15661,,,agent.ping.count,2022-01-23T20:50:31,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:29,pop-os
Counter,15660,,,agent.ping.count,2022-01-23T20:50:29,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:50:27,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:27,agent.ping.average.failure,2022-01-23T20:50:27,pop-os
Counter,15659,,,agent.ping.count,2022-01-23T20:50:27,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:50:25,pop-os
Counter,15658,,,agent.ping.count,2022-01-23T20:50:25,pop-os
Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:50:23,pop-os
Counter,15657,,,agent.ping.count,2022-01-23T20:50:23,pop-os
Measurement,10,,,agent.ping.roundtriptime,2022-01-23T20:50:21,pop-os
Counter,15656,,,agent.ping.count,2022-01-23T20:50:21,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:50:19,pop-os
Counter,15655,,,agent.ping.count,2022-01-23T20:50:19,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:17,pop-os
Counter,15654,,,agent.ping.count,2022-01-23T20:50:17,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:15,pop-os
Counter,15653,,,agent.ping.count,2022-01-23T20:50:15,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:13,pop-os
Counter,15652,,,agent.ping.count,2022-01-23T20:50:13,pop-os
Measurement,42,,,agent.ping.roundtriptime,2022-01-23T20:50:11,pop-os
Counter,15651,,,agent.ping.count,2022-01-23T20:50:11,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:09,pop-os
Counter,15650,,,agent.ping.count,2022-01-23T20:50:09,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:50:07,pop-os
Counter,15649,,,agent.ping.count,2022-01-23T20:50:07,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:07,agent.ping.average.failure,2022-01-23T20:50:07,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:50:05,pop-os
Counter,15648,,,agent.ping.count,2022-01-23T20:50:05,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:03,pop-os
Counter,15647,,,agent.ping.count,2022-01-23T20:50:03,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:50:00,pop-os
Counter,15646,,,agent.ping.count,2022-01-23T20:50:00,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:58,pop-os
Counter,15645,,,agent.ping.count,2022-01-23T20:49:58,pop-os
Counter,15644,,,agent.ping.count,2022-01-23T20:49:56,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:56,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:54,pop-os
Counter,15643,,,agent.ping.count,2022-01-23T20:49:54,pop-os
Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:49:52,pop-os
Counter,15642,,,agent.ping.count,2022-01-23T20:49:52,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:50,pop-os
Counter,15641,,,agent.ping.count,2022-01-23T20:49:50,pop-os
Measurement,8,,,agent.ping.roundtriptime,2022-01-23T20:49:48,pop-os
Counter,15640,,,agent.ping.count,2022-01-23T20:49:48,pop-os
Counter,15639,,,agent.ping.count,2022-01-23T20:49:46,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:49:46,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:49:46,agent.ping.average.failure,2022-01-23T20:49:46,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:44,pop-os
Counter,15638,,,agent.ping.count,2022-01-23T20:49:44,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:42,pop-os
Counter,15637,,,agent.ping.count,2022-01-23T20:49:42,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:40,pop-os
Counter,15636,,,agent.ping.count,2022-01-23T20:49:40,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:38,pop-os
Counter,15635,,,agent.ping.count,2022-01-23T20:49:38,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:36,pop-os
Counter,15634,,,agent.ping.count,2022-01-23T20:49:36,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:34,pop-os
Counter,15633,,,agent.ping.count,2022-01-23T20:49:34,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:32,pop-os
Counter,15632,,,agent.ping.count,2022-01-23T20:49:32,pop-os
Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:49:30,pop-os
Counter,15631,,,agent.ping.count,2022-01-23T20:49:30,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:28,pop-os
Counter,15630,,,agent.ping.count,2022-01-23T20:49:28,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:26,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:49:26,agent.ping.average.failure,2022-01-23T20:49:26,pop-os
Counter,15629,,,agent.ping.count,2022-01-23T20:49:26,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:24,pop-os
Counter,15628,,,agent.ping.count,2022-01-23T20:49:24,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:22,pop-os
Counter,15627,,,agent.ping.count,2022-01-23T20:49:22,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:20,pop-os
Counter,15626,,,agent.ping.count,2022-01-23T20:49:20,pop-os
Counter,15625,,,agent.ping.count,2022-01-23T20:49:18,pop-os
Measurement,37,,,agent.ping.roundtriptime,2022-01-23T20:49:17,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:15,pop-os
Counter,15624,,,agent.ping.count,2022-01-23T20:49:15,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:13,pop-os
Counter,15623,,,agent.ping.count,2022-01-23T20:49:13,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:11,pop-os
Counter,15622,,,agent.ping.count,2022-01-23T20:49:11,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:09,pop-os
Counter,15621,,,agent.ping.count,2022-01-23T20:49:09,pop-os
Counter,15620,,,agent.ping.count,2022-01-23T20:49:07,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:07,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:05,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:49:05,agent.ping.average.failure,2022-01-23T20:49:05,pop-os
Counter,15619,,,agent.ping.count,2022-01-23T20:49:05,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:03,pop-os
Counter,15618,,,agent.ping.count,2022-01-23T20:49:03,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:49:01,pop-os
Counter,15617,,,agent.ping.count,2022-01-23T20:49:01,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:48:59,pop-os
Counter,15616,,,agent.ping.count,2022-01-23T20:48:59,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:57,pop-os
Counter,15615,,,agent.ping.count,2022-01-23T20:48:57,pop-os
Measurement,35,,,agent.ping.roundtriptime,2022-01-23T20:48:55,pop-os
Counter,15614,,,agent.ping.count,2022-01-23T20:48:55,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:48:53,pop-os
Counter,15613,,,agent.ping.count,2022-01-23T20:48:53,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:48:51,pop-os
Counter,15612,,,agent.ping.count,2022-01-23T20:48:51,pop-os
Counter,15611,,,agent.ping.count,2022-01-23T20:48:49,pop-os
Counter,15610,,,agent.ping.count,2022-01-23T20:48:47,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:47,pop-os
Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:48:45,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:48:45,agent.ping.average.failure,2022-01-23T20:48:45,pop-os
Counter,15609,,,agent.ping.count,2022-01-23T20:48:45,pop-os
Measurement,44,,,agent.ping.roundtriptime,2022-01-23T20:48:43,pop-os
Counter,15608,,,agent.ping.count,2022-01-23T20:48:43,pop-os
Measurement,41,,,agent.ping.roundtriptime,2022-01-23T20:48:40,pop-os
Counter,15607,,,agent.ping.count,2022-01-23T20:48:40,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:38,pop-os
Counter,15606,,,agent.ping.count,2022-01-23T20:48:38,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:48:36,pop-os
Counter,15605,,,agent.ping.count,2022-01-23T20:48:36,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:48:34,pop-os
Counter,15604,,,agent.ping.count,2022-01-23T20:48:34,pop-os
Measurement,37,,,agent.ping.roundtriptime,2022-01-23T20:48:32,pop-os
Counter,15603,,,agent.ping.count,2022-01-23T20:48:32,pop-os
Measurement,65,,,agent.ping.roundtriptime,2022-01-23T20:48:30,pop-os
Counter,15602,,,agent.ping.count,2022-01-23T20:48:30,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:28,pop-os
Counter,15601,,,agent.ping.count,2022-01-23T20:48:28,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:26,pop-os
Counter,15600,,,agent.ping.count,2022-01-23T20:48:26,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:48:24,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:48:24,agent.ping.average.failure,2022-01-23T20:48:24,pop-os
Counter,15599,,,agent.ping.count,2022-01-23T20:48:24,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:22,pop-os
Counter,15598,,,agent.ping.count,2022-01-23T20:48:22,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:20,pop-os
Counter,15597,,,agent.ping.count,2022-01-23T20:48:20,pop-os
Counter,15596,,,agent.ping.count,2022-01-23T20:48:18,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:16,pop-os
Counter,15595,,,agent.ping.count,2022-01-23T20:48:16,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:14,pop-os
Counter,15594,,,agent.ping.count,2022-01-23T20:48:14,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:12,pop-os
Counter,15593,,,agent.ping.count,2022-01-23T20:48:12,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:48:10,pop-os
Counter,15592,,,agent.ping.count,2022-01-23T20:48:10,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:08,pop-os
Counter,15591,,,agent.ping.count,2022-01-23T20:48:08,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:05,pop-os
Counter,15590,,,agent.ping.count,2022-01-23T20:48:05,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:03,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:48:03,agent.ping.average.failure,2022-01-23T20:48:03,pop-os
Counter,15589,,,agent.ping.count,2022-01-23T20:48:03,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:48:01,pop-os
Counter,15588,,,agent.ping.count,2022-01-23T20:48:01,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:47:59,pop-os
Counter,15587,,,agent.ping.count,2022-01-23T20:47:59,pop-os
Counter,15586,,,agent.ping.count,2022-01-23T20:47:57,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:47:57,pop-os
Measurement,95,,,agent.ping.roundtriptime,2022-01-23T20:47:55,pop-os
Counter,15585,,,agent.ping.count,2022-01-23T20:47:55,pop-os
Counter,15584,,,agent.ping.count,2022-01-23T20:47:53,pop-os
Counter,15583,,,agent.ping.count,2022-01-23T20:47:51,pop-os
Counter,15582,,,agent.ping.count,2022-01-23T20:47:49,pop-os
Counter,15581,,,agent.ping.count,2022-01-23T20:47:47,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:45,pop-os
Counter,15580,,,agent.ping.count,2022-01-23T20:47:45,pop-os
Counter,15579,,,agent.ping.count,2022-01-23T20:47:43,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:47:42,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:42,agent.ping.average.failure,2022-01-23T20:47:42,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:40,pop-os
Counter,15578,,,agent.ping.count,2022-01-23T20:47:40,pop-os
Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:47:38,pop-os
Counter,15577,,,agent.ping.count,2022-01-23T20:47:38,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:36,pop-os
Counter,15576,,,agent.ping.count,2022-01-23T20:47:36,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:34,pop-os
Counter,15575,,,agent.ping.count,2022-01-23T20:47:34,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:32,pop-os
Counter,15574,,,agent.ping.count,2022-01-23T20:47:32,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:47:30,pop-os
Counter,15573,,,agent.ping.count,2022-01-23T20:47:30,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:47:28,pop-os
Counter,15572,,,agent.ping.count,2022-01-23T20:47:28,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:26,pop-os
Counter,15571,,,agent.ping.count,2022-01-23T20:47:26,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:24,pop-os
Counter,15570,,,agent.ping.count,2022-01-23T20:47:24,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:22,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:22,agent.ping.average.failure,2022-01-23T20:47:22,pop-os
Counter,15569,,,agent.ping.count,2022-01-23T20:47:22,pop-os
Measurement,42,,,agent.ping.roundtriptime,2022-01-23T20:47:20,pop-os
Counter,15568,,,agent.ping.count,2022-01-23T20:47:20,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:47:18,pop-os
Counter,15567,,,agent.ping.count,2022-01-23T20:47:18,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:47:16,pop-os
Counter,15566,,,agent.ping.count,2022-01-23T20:47:16,pop-os
Counter,15565,,,agent.ping.count,2022-01-23T20:47:14,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:47:14,pop-os
Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:47:12,pop-os
Counter,15564,,,agent.ping.count,2022-01-23T20:47:12,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:47:10,pop-os
Counter,15563,,,agent.ping.count,2022-01-23T20:47:10,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:47:08,pop-os
Counter,15562,,,agent.ping.count,2022-01-23T20:47:08,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:47:06,pop-os
Counter,15561,,,agent.ping.count,2022-01-23T20:47:06,pop-os
Counter,15560,,,agent.ping.count,2022-01-23T20:47:04,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:03,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:47:01,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:47:01,agent.ping.average.failure,2022-01-23T20:47:01,pop-os
